ID,Source,Req. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Body,Highest Alert,Note,Tags
102790,Proxy,Sat Mar 30 13:07:34 GMT 2024,GET,http://localhost:8880/api/courses,201,Created,422,4913498,,false,"Script, Comment, JSON"
102793,Proxy,Sat Mar 30 13:07:59 GMT 2024,GET,http://localhost:8880/api/courses/8,201,Created,50,480,,false,JSON
102795,Proxy,Sat Mar 30 13:08:06 GMT 2024,DELETE,http://localhost:8880/api/courses/8,201,Created,42,469,,false,JSON
102796,Proxy,Sat Mar 30 13:08:17 GMT 2024,PUT,http://localhost:8880/api/courses/8,201,Created,48,827,,false,JSON
102798,Proxy,Sat Mar 30 13:09:17 GMT 2024,POST,http://localhost:8880/api/courses/create,201,Created,99,773,,false,JSON
102799,Proxy,Sat Mar 30 13:10:50 GMT 2024,POST,http://localhost:8880/api/customers,201,Created,227,232,,false,JSON
102800,Proxy,Sat Mar 30 13:10:53 GMT 2024,POST,http://localhost:8880/api/customers,201,Created,78,229,,false,JSON
102801,Proxy,Sat Mar 30 13:10:54 GMT 2024,POST,http://localhost:8880/api/customers,201,Created,109,227,,false,JSON
102802,Proxy,Sat Mar 30 13:11:23 GMT 2024,POST,http://localhost:8880/api/users/login,200,OK,125,537,,false,JSON
102804,Proxy,Sat Mar 30 13:11:34 GMT 2024,POST,http://localhost:8880/api/users/login,200,OK,121,533,,false,JSON
102805,Proxy,Sat Mar 30 13:11:44 GMT 2024,POST,http://localhost:8880/api/users/login,200,OK,117,535,,false,JSON
102806,Proxy,Sat Mar 30 13:12:04 GMT 2024,GET,http://localhost:8880/api/customers,200,OK,33,8495,,false,JSON
102807,Proxy,Sat Mar 30 13:12:09 GMT 2024,GET,http://localhost:8880/api/customers/4,200,OK,19,296,,false,JSON
102809,Proxy,Sat Mar 30 13:12:12 GMT 2024,DELETE,http://localhost:8880/api/customers/4,200,OK,51,55,,false,JSON
102810,Proxy,Sat Mar 30 13:12:17 GMT 2024,PUT,http://localhost:8880/api/customers/5,200,OK,34,147,,false,JSON
102811,Proxy,Sat Mar 30 13:12:38 GMT 2024,GET,http://localhost:8880/api/enrollment,200,OK,112,1200506,,false,"Script, Comment, JSON"
102812,Proxy,Sat Mar 30 13:13:26 GMT 2024,GET,http://localhost:8880/api/enrollment/17,200,OK,628,3233326,,false,"Script, Comment, JSON"
102814,Proxy,Sat Mar 30 13:13:35 GMT 2024,POST,http://localhost:8880/api/enrollment,201,Created,82,236,,false,JSON
102817,Proxy,Sat Mar 30 13:14:44 GMT 2024,POST,https://spocs.getpocket.com/spocs,200,OK,308,1168,,false,JSON
290655,Proxy,Sat Mar 30 14:36:14 GMT 2024,POST,https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,200,OK,130,17,,false,JSON
290657,Proxy,Sat Mar 30 14:36:14 GMT 2024,GET,http://localhost:8886/,200,OK,29,62847,Medium,false,"Script, Comment"
290659,Proxy,Sat Mar 30 14:36:14 GMT 2024,GET,http://localhost:8886/assets/index-597b6b32.js,200,OK,47,1417176,Low,false,"Hidden, Script, Comment"
290661,Proxy,Sat Mar 30 14:36:14 GMT 2024,GET,http://localhost:8886/assets/index-f63d4ef4.css,200,OK,7,119620,Low,false,
290662,Proxy,Sat Mar 30 14:36:14 GMT 2024,GET,https://fonts.googleapis.com/css2?family=Roboto:wght@300;400;500;700;900&display=swap,200,OK,57,11872,,false,Comment
290664,Proxy,Sat Mar 30 14:36:14 GMT 2024,GET,https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.2.0/css/all.min.css,200,OK,108,101784,Informational,false,Comment
290671,Proxy,Sat Mar 30 14:36:14 GMT 2024,GET,https://api.nepcha.com/js/nepcha-analytics.js,200,OK,208,3011,Low,false,Comment
290674,Proxy,Sat Mar 30 14:36:16 GMT 2024,GET,http://localhost:8886/img/pattern.png,200,OK,14,101385,Low,false,Comment
290676,Proxy,Sat Mar 30 14:36:16 GMT 2024,GET,https://fonts.gstatic.com/s/roboto/v30/KFOlCnqEu92Fr1MmWUlfBBc4AMP6lQ.woff2,200,OK,46,11040,Low,false,
290679,Proxy,Sat Mar 30 14:36:16 GMT 2024,GET,https://fonts.gstatic.com/s/roboto/v30/KFOlCnqEu92Fr1MmEU9fBBc4AMP6lQ.woff2,200,OK,34,11072,,false,
290682,Proxy,Sat Mar 30 14:36:16 GMT 2024,GET,https://fonts.gstatic.com/s/roboto/v30/KFOmCnqEu92Fr1Mu4mxKKTU1Kg.woff2,200,OK,40,11028,Low,false,
290683,Proxy,Sat Mar 30 14:36:16 GMT 2024,GET,https://content-autofill.googleapis.com/v1/pages/ChRDaHJvbWUvMTIzLjAuNjMxMi44NxIgCW6cTvWGnze4EgUNNDfTKxIFDdzkyiwh0KTMr-mEIXI=?alt=proto,200,OK,67,28,,false,
290687,Proxy,Sat Mar 30 14:36:16 GMT 2024,GET,https://content-autofill.googleapis.com/v1/pages/ChRDaHJvbWUvMTIzLjAuNjMxMi44NxIgCbS6-ZwTwFDrEgUNkWGVThIFDTWGVBwhkiUs5yHlxjYSIAmiwikU8viQKRIFDTQ30ysSBQ3c5MosIWbmUHs3fhtBEiAJbpxO9YafN7gSBQ00N9MrEgUN3OTKLCFm5lB7N34bQQ==?alt=proto,200,OK,55,80,Low,false,
290688,Proxy,Sat Mar 30 14:36:17 GMT 2024,GET,https://content-autofill.googleapis.com/v1/pages/ChRDaHJvbWUvMTIzLjAuNjMxMi44NxJfCRpvJQA-X2ckEgUNNDfTKxIFDdzkyiwSBQ0G7bv_EgUNBu27_xIFDQbtu_8SBQ0G7bv_EgUNBu27_xIFDQbtu_8SBQ0G7bv_EgUNBu27_xIFDQbtu_8hJmi_x0Ch3B4SIAlunE71hp83uBIFDTQ30ysSBQ3c5MosISZov8dAodweElEJtOasXkH-ZbYSBQ0G7bv_EgUNBu27_xIFDQbtu_8SBQ0G7bv_EgUNBu27_xIFDQbtu_8SBQ0G7bv_EgUNBu27_xIFDQbtu_8hJmi_x0Ch3B4=?alt=proto,200,OK,60,272,Low,false,
290689,Proxy,Sat Mar 30 14:36:17 GMT 2024,GET,https://js-agent.newrelic.com/nr-spa-1.253.0.min.js,200,OK,58,101365,Low,false,Comment
290690,Proxy,Sat Mar 30 14:36:17 GMT 2024,GET,http://localhost:8886/img/favicon.png,200,OK,5,809,Low,false,
290692,Proxy,Sat Mar 30 14:36:17 GMT 2024,POST,"https://bam.eu01.nr-data.net/1/NRJS-65820cd5fb121452e7b?a=538576602&sa=1&v=1.253.0&t=Unnamed%20Transaction&rst=3380&ck=0&s=dae0bf0762e97ad7&ref=https://localhost:8886/auth/sign-in&hr=0&af=err,xhr,stn,ins,spa&be=107&fe=3057&dc=1081&fsh=1&perf=%7B%22timing%22:%7B%22of%22:1711809374311,%22n%22:0,%22f%22:26,%22dn%22:26,%22dne%22:26,%22c%22:29,%22s%22:31,%22ce%22:46,%22rq%22:47,%22rp%22:108,%22rpe%22:110,%22di%22:730,%22ds%22:1100,%22de%22:1188,%22dc%22:3143,%22l%22:3143,%22le%22:3164%7D,%22navigation%22:%7B%7D%7D&fp=2279&fcp=2279",200,OK,307,127,Low,false,
290695,Proxy,Sat Mar 30 14:36:18 GMT 2024,POST,https://bam.eu01.nr-data.net/resources/1/NRJS-65820cd5fb121452e7b?a=538576602&sa=1&v=1.253.0&t=Unnamed%20Transaction&rst=3852&ck=0&s=dae0bf0762e97ad7&ref=https://localhost:8886/auth/sign-in&st=1711809374311&hr=0&fts=1711809374311&n=26&fsh=1,200,OK,169,36,Low,false,
290698,Proxy,Sat Mar 30 14:36:18 GMT 2024,POST,https://bam.eu01.nr-data.net/events/1/NRJS-65820cd5fb121452e7b?a=538576602&sa=1&v=1.253.0&t=Unnamed%20Transaction&rst=4110&ck=0&s=dae0bf0762e97ad7&ref=https://localhost:8886/auth/sign-in&ptid=41bc56a6-0001-baf1-7480-018e8fca381b&hr=0,200,OK,186,24,Low,false,
290701,Proxy,Sat Mar 30 14:36:18 GMT 2024,GET,https://content-autofill.googleapis.com/v1/pages/ChRDaHJvbWUvMTIzLjAuNjMxMi44NxJRCY2SvKfB0678EgUNBu27_xIFDQbtu_8SBQ0G7bv_EgUNBu27_xIFDQbtu_8SBQ0G7bv_EgUNBu27_xIFDQbtu_8SBQ0G7bv_IalHiqfZn1KTElEJtOasXkH-ZbYSBQ0G7bv_EgUNBu27_xIFDQbtu_8SBQ0G7bv_EgUNBu27_xIFDQbtu_8SBQ0G7bv_EgUNBu27_xIFDQbtu_8hqUeKp9mfUpM=?alt=proto,200,OK,62,224,Low,false,
