ID,Source,Req. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Body,Highest Alert,Note,Tags
173261,Proxy,Tue Mar 26 11:23:06 GMT 2024,POST,http://localhost:8880/api/users/login,200,OK,342,545,Low,false,JSON
173267,Proxy,Tue Mar 26 11:26:38 GMT 2024,POST,http://localhost:8880/api/customers,201,Created,111,233,Low,false,JSON
173268,Proxy,Tue Mar 26 11:32:12 GMT 2024,POST,http://localhost:8880/api/enrollment,201,Created,124,233,Low,false,JSON
173269,Proxy,Tue Mar 26 11:33:55 GMT 2024,GET,http://localhost:8880/api/courses/8,201,Created,27,480,Low,false,JSON
173271,Proxy,Tue Mar 26 11:37:00 GMT 2024,GET,http://localhost:8880/api/enrollment/user/enrollments?order_by=id&sort=desc%60,500,Internal Server Error,26,278,Low,false,JSON
173274,Proxy,Tue Mar 26 11:42:27 GMT 2024,POST,https://accounts.google.com/ListAccounts?gpsia=1&source=ChromiumBrowser&json=standard,200,OK,136,17,,false,JSON
173276,Proxy,Tue Mar 26 11:42:27 GMT 2024,GET,http://localhost:9990/,200,OK,7,644,Medium,false,Script
173278,Proxy,Tue Mar 26 11:42:28 GMT 2024,GET,http://localhost:9990/static/js/main.96e5847e.js,200,OK,12,686419,Low,false,"Script, Comment"
173280,Proxy,Tue Mar 26 11:42:28 GMT 2024,GET,http://localhost:9990/static/css/main.1d05e13a.css,200,OK,2,76680,,false,
173283,Proxy,Tue Mar 26 11:42:28 GMT 2024,GET,https://fonts.googleapis.com/css2?family=Playfair+Display:wght@500;600;700;800&display=swap,200,OK,56,6420,,false,Comment
173285,Proxy,Tue Mar 26 11:42:29 GMT 2024,GET,https://content-autofill.googleapis.com/v1/pages/ChRDaHJvbWUvMTIzLjAuNjMxMi41ORIgCW6cTvWGnze4EgUNNDfTKxIFDdzkyiwh0KTMr-mEIXI=?alt=proto,200,OK,77,28,Low,false,
173289,Proxy,Tue Mar 26 11:42:30 GMT 2024,GET,https://content-autofill.googleapis.com/v1/pages/ChRDaHJvbWUvMTIzLjAuNjMxMi41ORJRCbTmrF5B_mW2EgUNBu27_xIFDQbtu_8SBQ0G7bv_EgUNBu27_xIFDQbtu_8SBQ0G7bv_EgUNBu27_xIFDQbtu_8SBQ0G7bv_IbjyBhz3kidQ?alt=proto,200,OK,59,112,Low,false,
173314,Proxy,Tue Mar 26 11:42:32 GMT 2024,GET,https://content-autofill.googleapis.com/v1/pages/ChRDaHJvbWUvMTIzLjAuNjMxMi41ORIZCdV6cZA_GYFJEgUNkWGVTiFmMZ3h0pHEJg==?alt=proto,200,OK,62,16,Low,false,
173315,Proxy,Tue Mar 26 11:42:32 GMT 2024,GET,http://localhost:9990/manifest.json,200,OK,1,492,Low,false,JSON
173316,Proxy,Tue Mar 26 11:42:32 GMT 2024,GET,https://fonts.gstatic.com/s/playfairdisplay/v37/nuFiD-vYSZviVYUb_rj3ij__anPXDTzYgEM86xQ.woff2,200,OK,62,38340,Low,false,Comment
173321,Proxy,Tue Mar 26 11:42:33 GMT 2024,GET,https://content-autofill.googleapis.com/v1/pages/ChRDaHJvbWUvMTIzLjAuNjMxMi41ORJmCdghpfjbAUzPEgUNNDfTKxIFDdzkyiwSBQ0G7bv_EgUNBu27_xIFDQbtu_8SBQ0G7bv_EgUNBu27_xIFDQbtu_8SBQ0G7bv_EgUNBu27_xIFDQbtu_8SBQ2RYZVOIdZr6BUIQ5oKEiAJbpxO9YafN7gSBQ00N9MrEgUN3OTKLCHWa-gVCEOaChJRCbTmrF5B_mW2EgUNBu27_xIFDQbtu_8SBQ0G7bv_EgUNBu27_xIFDQbtu_8SBQ0G7bv_EgUNBu27_xIFDQbtu_8SBQ0G7bv_IdZr6BUIQ5oKEhkJ1XpxkD8ZgUkSBQ2RYZVOIdZr6BUIQ5oK?alt=proto,200,OK,56,300,Low,false,
173322,Proxy,Tue Mar 26 11:42:34 GMT 2024,GET,https://content-autofill.googleapis.com/v1/pages/ChRDaHJvbWUvMTIzLjAuNjMxMi41ORInCV3iQsMKtO1LEgUNNDfTKxIFDdzkyiwSBQ2RYZVOIfq1tAr3g5KBEiAJbpxO9YafN7gSBQ00N9MrEgUN3OTKLCH6tbQK94OSgRIZCdV6cZA_GYFJEgUNkWGVTiH6tbQK94OSgQ==?alt=proto,200,OK,61,80,Low,false,
